Name,Link,Family,Thickness(%),x-Location_of_Max_Thk(%),Camber(%),Data_Sources,Cl_Max,Cl/Cd_Max,Cd@Cl=0.1,Cd@Cl=0.4,Cd@Cl=0.6
NACA63A616,"<a href=""http://www.bigfoil.com/index.php?airfoil=1538beac-ad50-4a56-a004-ddcc973d8434"" target=""_blank"">NACA63A616</a>",NACA 63-series,16.0,35.8,3.5,JF XF,1.72,147,0.007,0.006,0.006
NACA63A617,"<a href=""http://www.bigfoil.com/index.php?airfoil=42de40d9-5b23-452f-9283-18233758f235"" target=""_blank"">NACA63A617</a>",NACA 63-series,17.0,35.8,3.5,JF XF,1.78,146,0.006,0.006,0.006
NACA63A618,"<a href=""http://www.bigfoil.com/index.php?airfoil=faecdd58-ea54-40db-aa8c-d9dc062c9fe7"" target=""_blank"">NACA63A618</a>",NACA 63-series,18.0,35.8,3.5,JF XF,1.83,155,0.006,0.006,0.007
NACA63A619,"<a href=""http://www.bigfoil.com/index.php?airfoil=38f1f2b5-dbac-4667-933d-9c64bcb15083"" target=""_blank"">NACA63A619</a>",NACA 63-series,19.0,35.8,3.4,JF XF,1.89,143,0.006,0.006,0.007
NACA63A620,"<a href=""http://www.bigfoil.com/index.php?airfoil=58592f41-c8ed-446d-9a0c-134164552dea"" target=""_blank"">NACA63A620</a>",NACA 63-series,20.0,35.8,3.4,JF XF,1.94,143,0.006,0.007,0.007
NACA63A709,"<a href=""http://www.bigfoil.com/index.php?airfoil=06bea282-b8a0-4810-a61e-379503362e7b"" target=""_blank"">NACA63A709</a>",NACA 63-series,9.0,35.8,4.4,JF XF,1.35,158,0.006,0.006,0.005
NACA63A710,"<a href=""http://www.bigfoil.com/index.php?airfoil=12e92121-9cbf-4f9e-bd74-3052a4984d73"" target=""_blank"">NACA63A710</a>",NACA 63-series,10.0,35.8,4.4,JF XF,1.41,157,0.006,0.006,0.005
NACA63A711,"<a href=""http://www.bigfoil.com/index.php?airfoil=87055ad1-6046-475b-bc5a-c0c3fa1a8cfe"" target=""_blank"">NACA63A711</a>",NACA 63-series,11.0,35.8,4.4,JF XF,1.48,156,0.007,0.006,0.006
NACA63A712,"<a href=""http://www.bigfoil.com/index.php?airfoil=e14ae35a-0af6-4f2a-8eb4-ebaf69d71206"" target=""_blank"">NACA63A712</a>",NACA 63-series,12.0,35.8,4.3,JF XF,1.54,155,0.007,0.006,0.006
NACA63A713,"<a href=""http://www.bigfoil.com/index.php?airfoil=ea8f0ea4-e21a-4532-9ef2-d542faf928be"" target=""_blank"">NACA63A713</a>",NACA 63-series,13.0,35.8,4.3,JF XF,1.61,154,0.007,0.006,0.006
NACA63A714,"<a href=""http://www.bigfoil.com/index.php?airfoil=494ea518-b576-4768-8f4d-290ef4c27306"" target=""_blank"">NACA63A714</a>",NACA 63-series,14.0,35.8,4.2,JF XF,1.68,153,0.007,0.006,0.006
NACA63A715,"<a href=""http://www.bigfoil.com/index.php?airfoil=589a7edd-c182-450a-aec2-90aa63ad1931"" target=""_blank"">NACA63A715</a>",NACA 63-series,15.0,35.8,4.2,JF XF,1.74,157,0.007,0.006,0.006
NACA63A716,"<a href=""http://www.bigfoil.com/index.php?airfoil=4902f7a9-663f-4333-9c89-a804db146e4d"" target=""_blank"">NACA63A716</a>",NACA 63-series,16.0,35.8,4.2,JF XF,1.80,157,0.007,0.006,0.006
NACA63A717,"<a href=""http://www.bigfoil.com/index.php?airfoil=95d888bf-4864-465b-912f-b64d06fbc374"" target=""_blank"">NACA63A717</a>",NACA 63-series,17.0,35.8,4.1,JF XF,1.86,155,0.007,0.006,0.006
NACA63A718,"<a href=""http://www.bigfoil.com/index.php?airfoil=c0c46aa5-5380-4384-b445-f8358e208c92"" target=""_blank"">NACA63A718</a>",NACA 63-series,18.0,35.8,4.1,JF XF,1.92,148,0.007,0.006,0.007
NACA63A719,"<a href=""http://www.bigfoil.com/index.php?airfoil=998b9e08-b728-4b8b-a634-c443d5a2d4db"" target=""_blank"">NACA63A719</a>",NACA 63-series,19.0,35.8,4.0,JF XF,1.97,153,0.007,0.006,0.007
NACA63A720,"<a href=""http://www.bigfoil.com/index.php?airfoil=0a698a7b-354b-4c52-9aca-becb1f7f3c4f"" target=""_blank"">NACA63A720</a>",NACA 63-series,20.0,35.8,4.0,JF XF,2.03,146,0.007,0.007,0.007
NACA64(1)-112,"<a href=""http://www.bigfoil.com/index.php?airfoil=447d1efd-ce19-46e4-8775-bda04c354270"" target=""_blank"">NACA64(1)-112</a>",NACA 64-series,12.0,37.7,0.6,JF XF,1.10,94,0.005,0.005,0.008
NACA64(1)-212,"<a href=""http://www.bigfoil.com/index.php?airfoil=ee028828-ae78-4ced-bbae-135c46cc58f8"" target=""_blank"">NACA64(1)-212</a>",NACA 64-series,12.0,37.7,1.1,JF XF,1.17,112,0.005,0.005,0.007
NACA64(1)-212 MOD A,"<a href=""http://www.bigfoil.com/index.php?airfoil=eb2760cc-409b-462d-8f59-72ecdd53e049"" target=""_blank"">NACA64(1)-212 MOD A</a>",NACA 64-series,12.0,39.7,2.5,JF XF,1.61,108,0.008,0.009,0.008
NACA64(1)-212 MOD B,"<a href=""http://www.bigfoil.com/index.php?airfoil=e9c83c47-8d79-4748-bdc8-515207d341b6"" target=""_blank"">NACA64(1)-212 MOD B</a>",NACA 64-series,12.0,35.8,1.5,JF XF,1.43,122,0.006,0.007,0.007
NACA64(2)-015A,"<a href=""http://www.bigfoil.com/index.php?airfoil=7b6280ec-cc19-4059-8a8d-6e67cfd873b1"" target=""_blank"">NACA64(2)-015A</a>",NACA 64-series,15.0,37.7,0.0,JF XF,1.20,85,0.006,0.006,0.010
NACA64(2)-215,"<a href=""http://www.bigfoil.com/index.php?airfoil=c7af38ca-b124-4913-ba2f-ed1847c98798"" target=""_blank"">NACA64(2)-215</a>",NACA 64-series,15.0,37.7,1.1,JF XF,1.31,138,0.005,0.005,0.005
NACA64(2)-415,"<a href=""http://www.bigfoil.com/index.php?airfoil=da2d7064-18ef-44ef-a740-2e6d5f26179b"" target=""_blank"">NACA64(2)-415</a>",NACA 64-series,15.0,37.7,2.2,JF XF,1.44,171,0.005,0.005,0.005
NACA64(3)-218,"<a href=""http://www.bigfoil.com/index.php?airfoil=076f03a9-faf7-41a0-8a03-c38cf6f0425f"" target=""_blank"">NACA64(3)-218</a>",NACA 64-series,18.0,37.7,1.1,JF XF,1.46,145,0.005,0.006,0.006
NACA64(3)-418,"<a href=""http://www.bigfoil.com/index.php?airfoil=bbc25bc7-c65f-4846-a05f-b74854d52548"" target=""_blank"">NACA64(3)-418</a>",NACA 64-series,18.0,37.7,2.2,JF XF,1.59,174,0.005,0.005,0.006
NACA64(3)-618,"<a href=""http://www.bigfoil.com/index.php?airfoil=245572f2-f127-485b-91f6-eac0cb2e6d31"" target=""_blank"">NACA64(3)-618</a>",NACA 64-series,18.0,37.7,3.3,JF XF,1.72,184,0.006,0.006,0.006
NACA64(4)-221,"<a href=""http://www.bigfoil.com/index.php?airfoil=282ded46-3ab6-4279-bba4-54ef06a7c3d4"" target=""_blank"">NACA64(4)-221</a>",NACA 64-series,21.0,35.8,1.1,JF XF,1.63,153,0.006,0.006,0.006
NACA64(4)-421,"<a href=""http://www.bigfoil.com/index.php?airfoil=8441cfdd-2a92-4088-bb96-fadc99588690"" target=""_blank"">NACA64(4)-421</a>",NACA 64-series,21.0,35.8,2.2,JF XF,1.75,167,0.006,0.006,0.006
NACA64-009,"<a href=""http://www.bigfoil.com/index.php?airfoil=7b48a7ab-ce35-4bee-9be1-156c38998ead"" target=""_blank"">NACA64-009</a>",NACA 64-series,9.0,37.7,0.0,JF WT XF,0.75,74,0.005,0.008,0.086
NACA64-012,"<a href=""http://www.bigfoil.com/index.php?airfoil=789c9b79-e218-4216-ab3a-4513dd443e4f"" target=""_blank"">NACA64-012</a>",NACA 64-series,12.0,37.7,0.0,JF WT XF,0.99,81,0.005,0.008,0.009
NACA64-012A,"<a href=""http://www.bigfoil.com/index.php?airfoil=3b1fbeee-c61e-496c-8a4c-88c68a99e996"" target=""_blank"">NACA64-012A</a>",NACA 64-series,12.0,37.7,0.0,JF XF,1.05,83,0.005,0.007,0.009
NACA64-015,"<a href=""http://www.bigfoil.com/index.php?airfoil=5d18880d-df3d-4df1-8cab-ea7694bcd209"" target=""_blank"">NACA64-015</a>",NACA 64-series,15.0,37.7,0.0,JF WT XF,1.19,95,0.005,0.005,0.009
NACA64-018,"<a href=""http://www.bigfoil.com/index.php?airfoil=715b0bdd-913a-41c5-8432-c084647f0dbc"" target=""_blank"">NACA64-018</a>",NACA 64-series,18.0,37.7,0.0,JF WT XF,1.36,122,0.005,0.005,0.005
NACA64-021,"<a href=""http://www.bigfoil.com/index.php?airfoil=cce5b400-6c1a-4b4c-a728-f7bb04a20f0b"" target=""_blank"">NACA64-021</a>",NACA 64-series,21.0,35.8,0.0,JF WT XF,1.54,123,0.005,0.005,0.006
NACA64-109,"<a href=""http://www.bigfoil.com/index.php?airfoil=a69cb007-408e-442e-a03a-ae863257cb58"" target=""_blank"">NACA64-109</a>",NACA 64-series,9.0,37.7,0.5,JF XF,0.86,104,0.004,0.005,0.092
NACA64-109 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=878f8711-bcdf-49ea-bda9-ec9572a5b356"" target=""_blank"">NACA64-109 a=0.0</a>",NACA 64-series,9.0,37.7,0.6,JF XF,0.86,107,0.004,0.004,0.095
NACA64-109 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=8477770a-5684-47a7-8287-9429c58e3688"" target=""_blank"">NACA64-109 a=0.2</a>",NACA 64-series,9.0,37.7,0.6,JF XF,0.87,107,0.004,0.006,0.101
NACA64-109 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=68528f8d-d36d-4d56-bd36-b9d0137dc593"" target=""_blank"">NACA64-109 a=0.5</a>",NACA 64-series,9.0,37.7,0.7,JF XF,0.86,107,0.004,0.006,0.096
NACA64-109 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=ac3d8bb9-9f0d-4f37-ad7e-049209e33b63"" target=""_blank"">NACA64-109 a=0.6</a>",NACA 64-series,9.0,37.7,0.7,JF XF,0.87,106,0.004,0.006,0.096
NACA64-109 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=2207c84f-2019-4589-8e70-7983bc488607"" target=""_blank"">NACA64-109 a=0.8</a>",NACA 64-series,9.0,37.7,0.6,JF XF,0.87,106,0.004,0.005,0.095
NACA64-110,"<a href=""http://www.bigfoil.com/index.php?airfoil=6300383c-4f07-4ffd-9a3e-5d73b4f0599b"" target=""_blank"">NACA64-110</a>",NACA 64-series,10.0,37.7,0.5,JF WT XF,0.94,100,0.005,0.005,0.007
NACA64-110 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=f1f109dc-bc3d-40cc-94b4-db7ebe9033fd"" target=""_blank"">NACA64-110 a=0.0</a>",NACA 64-series,10.0,37.7,0.5,JF XF,0.93,100,0.005,0.005,0.112
NACA64-110 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=273122f2-2119-435e-9534-5ab8440cd5ce"" target=""_blank"">NACA64-110 a=0.2</a>",NACA 64-series,10.0,37.7,0.6,JF XF,0.93,101,0.005,0.005,0.007
NACA64-110 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=bd12a80b-62e7-4678-b1d6-d5a1987457d7"" target=""_blank"">NACA64-110 a=0.5</a>",NACA 64-series,10.0,37.7,0.7,JF XF,0.94,101,0.005,0.005,0.007
NACA64-110 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=2dedda32-6dc4-40c5-8af2-5bbc480d66ae"" target=""_blank"">NACA64-110 a=0.6</a>",NACA 64-series,10.0,37.7,0.7,JF XF,0.94,102,0.005,0.005,0.008
NACA64-110 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=fb34a29b-b64c-449c-a988-d9552b5a3cb4"" target=""_blank"">NACA64-110 a=0.8</a>",NACA 64-series,10.0,37.7,0.6,JF XF,0.94,100,0.005,0.005,0.008
NACA64-111,"<a href=""http://www.bigfoil.com/index.php?airfoil=1666452d-e81b-4e4d-9913-9335a14b6be6"" target=""_blank"">NACA64-111</a>",NACA 64-series,11.0,37.7,0.5,JF XF,1.00,96,0.005,0.005,0.008
NACA64-111 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=19852f16-c977-4a10-9130-b49e41ccce58"" target=""_blank"">NACA64-111 a=0.0</a>",NACA 64-series,11.0,37.7,0.5,JF XF,0.99,95,0.005,0.005,0.008
NACA64-111 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=3a4ad798-a044-44bd-9a00-6861fdad2c62"" target=""_blank"">NACA64-111 a=0.2</a>",NACA 64-series,11.0,37.7,0.6,JF XF,0.99,96,0.005,0.005,0.008
NACA64-111 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=dfc2dcfa-e63f-4af8-bda6-b8a4b09dc567"" target=""_blank"">NACA64-111 a=0.5</a>",NACA 64-series,11.0,37.7,0.7,JF XF,1.00,98,0.005,0.005,0.008
NACA64-111 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=3c922571-f906-4f98-ab2c-113a5a2b3cc5"" target=""_blank"">NACA64-111 a=0.6</a>",NACA 64-series,11.0,37.7,0.7,JF XF,1.00,96,0.005,0.005,0.008
NACA64-111 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=a0185533-15de-472f-969e-710353dccc9e"" target=""_blank"">NACA64-111 a=0.8</a>",NACA 64-series,11.0,37.7,0.6,JF XF,1.00,96,0.005,0.005,0.008
NACA64-112,"<a href=""http://www.bigfoil.com/index.php?airfoil=93ed9da3-f96e-46ac-95bc-75ae4bc16667"" target=""_blank"">NACA64-112</a>",NACA 64-series,12.0,37.7,0.5,JF WT XF,1.06,85,0.005,0.006,0.009
NACA64-112 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=7ebab1f9-fa24-4fb4-92df-e6a313f75a35"" target=""_blank"">NACA64-112 a=0.0</a>",NACA 64-series,12.0,37.7,0.5,JF XF,1.05,91,0.005,0.005,0.008
NACA64-112 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=d591d62e-577e-499d-b990-b7a0022ff8e0"" target=""_blank"">NACA64-112 a=0.2</a>",NACA 64-series,12.0,37.7,0.6,JF XF,1.06,92,0.005,0.005,0.008
NACA64-112 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=6508e693-31aa-4f33-8a97-9165d8a4d0ea"" target=""_blank"">NACA64-112 a=0.5</a>",NACA 64-series,12.0,37.7,0.7,JF XF,1.06,93,0.005,0.005,0.008
NACA64-112 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=ceb459e3-3cd4-4566-b8d0-0af89456a08a"" target=""_blank"">NACA64-112 a=0.6</a>",NACA 64-series,12.0,37.7,0.6,JF XF,1.06,92,0.005,0.005,0.008
NACA64-112 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=d0027443-974a-4c58-a72f-593e3c7204f6"" target=""_blank"">NACA64-112 a=0.8</a>",NACA 64-series,12.0,37.7,0.6,JF XF,1.07,93,0.005,0.005,0.008
NACA64-113,"<a href=""http://www.bigfoil.com/index.php?airfoil=61cd4dc4-bc8b-4e0d-9bad-fd346bb55017"" target=""_blank"">NACA64-113</a>",NACA 64-series,13.0,37.7,0.5,JF XF,1.13,95,0.005,0.005,0.009
NACA64-113 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=6b88e303-0c77-461c-81d6-409d589e1b17"" target=""_blank"">NACA64-113 a=0.0</a>",NACA 64-series,13.0,37.7,0.5,JF XF,1.11,96,0.005,0.005,0.009
NACA64-113 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=a7c6842b-38eb-4148-8b00-af90f482c1ca"" target=""_blank"">NACA64-113 a=0.2</a>",NACA 64-series,13.0,37.7,0.6,JF XF,1.12,97,0.005,0.005,0.009
NACA64-113 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=830cccb5-7fa1-4391-bc4f-6e366343927c"" target=""_blank"">NACA64-113 a=0.5</a>",NACA 64-series,13.0,37.7,0.6,JF XF,1.12,100,0.005,0.005,0.008
NACA64-113 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=0cc2a1c5-5282-44c9-8aef-20e5d8b4fab3"" target=""_blank"">NACA64-113 a=0.6</a>",NACA 64-series,13.0,37.7,0.6,JF XF,1.13,100,0.005,0.005,0.008
NACA64-113 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=25f5b783-940a-4a39-9381-bf231ff8797a"" target=""_blank"">NACA64-113 a=0.8</a>",NACA 64-series,13.0,37.7,0.6,JF XF,1.13,95,0.005,0.005,0.009
NACA64-114,"<a href=""http://www.bigfoil.com/index.php?airfoil=b63825ea-7708-4660-b07f-5bf9af926642"" target=""_blank"">NACA64-114</a>",NACA 64-series,14.0,37.7,0.5,JF XF,1.20,103,0.005,0.005,0.007
NACA64-114 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=eba6e8ab-c18a-455b-bbef-9b5286c903f0"" target=""_blank"">NACA64-114 a=0.0</a>",NACA 64-series,14.0,37.7,0.5,JF XF,1.18,105,0.005,0.005,0.006
NACA64-114 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=1223dbd7-be20-4420-acd3-7b60b1b34046"" target=""_blank"">NACA64-114 a=0.2</a>",NACA 64-series,14.0,37.7,0.5,JF XF,1.18,105,0.005,0.005,0.006
NACA64-114 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=74433933-b17f-4554-b309-9891c5cf75ac"" target=""_blank"">NACA64-114 a=0.5</a>",NACA 64-series,14.0,37.7,0.6,JF XF,1.19,108,0.005,0.005,0.006
NACA64-114 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=be9597fb-4538-47d1-aae6-453975eebf42"" target=""_blank"">NACA64-114 a=0.6</a>",NACA 64-series,14.0,37.7,0.6,JF XF,1.19,100,0.005,0.006,0.008
NACA64-114 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=8e4a3157-8326-4a74-b0bc-e1c8711ed8cd"" target=""_blank"">NACA64-114 a=0.8</a>",NACA 64-series,14.0,37.7,0.6,JF XF,1.20,101,0.005,0.006,0.007
NACA64-115,"<a href=""http://www.bigfoil.com/index.php?airfoil=f8b23699-436b-4249-b512-96204a296017"" target=""_blank"">NACA64-115</a>",NACA 64-series,15.0,37.7,0.4,JF XF,1.26,111,0.005,0.006,0.006
NACA64-115 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=b5a585ac-82f9-4df1-80ea-b9591b2d65eb"" target=""_blank"">NACA64-115 a=0.0</a>",NACA 64-series,15.0,37.7,0.5,JF XF,1.24,105,0.005,0.006,0.006
NACA64-115 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=8b4be42a-243e-4bdc-8bbf-9396cd23d410"" target=""_blank"">NACA64-115 a=0.2</a>",NACA 64-series,15.0,37.7,0.5,JF XF,1.25,104,0.005,0.006,0.006
NACA64-115 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=f5d09c9c-15f0-4957-b5b7-efd1cdf09bfc"" target=""_blank"">NACA64-115 a=0.5</a>",NACA 64-series,15.0,37.7,0.6,JF XF,1.25,107,0.005,0.006,0.006
NACA64-115 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=e529d477-f4ea-42a4-bb1c-b537293bb10b"" target=""_blank"">NACA64-115 a=0.6</a>",NACA 64-series,15.0,37.7,0.6,JF XF,1.26,107,0.005,0.006,0.006
NACA64-115 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=0e563c93-68d8-4e0f-ace9-49b32ffb490a"" target=""_blank"">NACA64-115 a=0.8</a>",NACA 64-series,15.0,37.7,0.6,JF XF,1.26,109,0.005,0.006,0.006
NACA64-116,"<a href=""http://www.bigfoil.com/index.php?airfoil=3dd27d33-369a-4a88-a6e9-5c578c583cde"" target=""_blank"">NACA64-116</a>",NACA 64-series,16.0,37.7,0.4,JF XF,1.32,118,0.006,0.006,0.006
NACA64-116 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=1068bc57-855d-42c1-a32d-5bbe9e8dd7d8"" target=""_blank"">NACA64-116 a=0.0</a>",NACA 64-series,16.0,37.7,0.4,JF XF,1.30,112,0.006,0.006,0.006
NACA64-116 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=c3f20635-28ae-4be4-a408-5583edd269fe"" target=""_blank"">NACA64-116 a=0.2</a>",NACA 64-series,16.0,37.7,0.5,JF XF,1.31,112,0.006,0.006,0.006
NACA64-116 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=53578f39-fcd0-4a30-8226-3d4136b98ab5"" target=""_blank"">NACA64-116 a=0.5</a>",NACA 64-series,16.0,37.7,0.6,JF XF,1.32,114,0.006,0.006,0.006
NACA64-116 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=2e8a2991-14a1-42e0-ac5d-3f6d1f771b17"" target=""_blank"">NACA64-116 a=0.6</a>",NACA 64-series,16.0,37.7,0.6,JF XF,1.32,115,0.006,0.006,0.006
NACA64-116 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=61ff9513-8fb4-45a7-baa7-8ce203d85218"" target=""_blank"">NACA64-116 a=0.8</a>",NACA 64-series,16.0,37.7,0.5,JF XF,1.32,116,0.005,0.006,0.006
NACA64-117,"<a href=""http://www.bigfoil.com/index.php?airfoil=a0b4bca7-3de5-4ff0-80dc-a8b3fb368fc1"" target=""_blank"">NACA64-117</a>",NACA 64-series,17.0,37.7,0.4,JF XF,1.38,118,0.006,0.006,0.006
NACA64-117 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=abff835d-bb8a-4980-830b-3c0200f88670"" target=""_blank"">NACA64-117 a=0.0</a>",NACA 64-series,17.0,37.7,0.4,JF XF,1.36,111,0.006,0.006,0.006
NACA64-117 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=938ead63-d284-4635-a75d-2882eb00e670"" target=""_blank"">NACA64-117 a=0.2</a>",NACA 64-series,17.0,37.7,0.5,JF XF,1.37,112,0.006,0.006,0.006
NACA64-117 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=20f305fc-98d3-4965-a8a0-9bbbc3a309f7"" target=""_blank"">NACA64-117 a=0.5</a>",NACA 64-series,17.0,37.7,0.6,JF XF,1.37,121,0.006,0.006,0.006
NACA64-117 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=bca25611-d8dd-4a75-ad84-d0faeceb4e45"" target=""_blank"">NACA64-117 a=0.6</a>",NACA 64-series,17.0,37.7,0.6,JF XF,1.38,121,0.006,0.006,0.006
NACA64-117 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=44cde9cc-c82a-4ba2-aa6a-245f517f5f0e"" target=""_blank"">NACA64-117 a=0.8</a>",NACA 64-series,17.0,37.7,0.5,JF XF,1.38,122,0.006,0.006,0.006
NACA64-118,"<a href=""http://www.bigfoil.com/index.php?airfoil=e442d63c-71fd-482d-abf7-6153a4c47686"" target=""_blank"">NACA64-118</a>",NACA 64-series,18.0,37.7,0.4,JF XF,1.43,124,0.006,0.006,0.006
NACA64-118 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=10d189c5-d89f-4e71-9bee-e49481c8b09b"" target=""_blank"">NACA64-118 a=0.0</a>",NACA 64-series,18.0,37.7,0.4,JF XF,1.42,118,0.006,0.006,0.006
NACA64-118 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=2f85bb5f-39dc-4b02-83ee-3c2bf5f15c85"" target=""_blank"">NACA64-118 a=0.2</a>",NACA 64-series,18.0,37.7,0.5,JF XF,1.42,118,0.006,0.006,0.006
NACA64-118 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=c8279c9b-1481-41a1-a4b9-6e7a5eb4bff8"" target=""_blank"">NACA64-118 a=0.5</a>",NACA 64-series,18.0,37.7,0.6,JF XF,1.43,121,0.006,0.006,0.006
NACA64-118 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=2f02a9a3-d496-4fdf-a08b-d6d0751f53ed"" target=""_blank"">NACA64-118 a=0.6</a>",NACA 64-series,18.0,37.7,0.6,JF XF,1.43,121,0.006,0.006,0.006
NACA64-118 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=e28388d0-75e9-425b-9fed-c9f25921685b"" target=""_blank"">NACA64-118 a=0.8</a>",NACA 64-series,18.0,37.7,0.5,JF XF,1.43,123,0.006,0.006,0.006
NACA64-119,"<a href=""http://www.bigfoil.com/index.php?airfoil=327cd32d-70b1-4795-9258-a6071d8eeeb3"" target=""_blank"">NACA64-119</a>",NACA 64-series,19.0,35.8,0.4,JF XF,1.49,123,0.006,0.006,0.006
NACA64-119 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=a520654c-68d7-40ae-b7c2-8df597dc4abd"" target=""_blank"">NACA64-119 a=0.0</a>",NACA 64-series,19.0,35.8,0.4,JF XF,1.47,117,0.006,0.006,0.006
NACA64-119 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=4c2685cd-c6d0-4acc-83c7-add941d5ac1a"" target=""_blank"">NACA64-119 a=0.2</a>",NACA 64-series,19.0,35.8,0.5,JF XF,1.48,117,0.006,0.006,0.006
NACA64-119 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=2aefcce6-cfc4-449a-8188-23d5e206bb25"" target=""_blank"">NACA64-119 a=0.5</a>",NACA 64-series,19.0,35.8,0.6,JF XF,1.48,126,0.006,0.006,0.006
NACA64-119 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=ed3b7ac7-64b4-4cde-8b1c-38b8dedb63eb"" target=""_blank"">NACA64-119 a=0.6</a>",NACA 64-series,19.0,35.8,0.6,JF XF,1.49,127,0.006,0.006,0.006
NACA64-119 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=19ddcc04-8eca-43f4-91b5-a44ebd7e7e9b"" target=""_blank"">NACA64-119 a=0.8</a>",NACA 64-series,19.0,35.8,0.5,JF XF,1.49,127,0.006,0.006,0.006
NACA64-120,"<a href=""http://www.bigfoil.com/index.php?airfoil=7a77c18b-7fba-462a-9a36-9d947e22c0c0"" target=""_blank"">NACA64-120</a>",NACA 64-series,20.0,35.8,0.4,JF XF,1.54,128,0.006,0.006,0.006
NACA64-120 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=f070d595-519f-4b90-8b8a-fcf3c3d93296"" target=""_blank"">NACA64-120 a=0.0</a>",NACA 64-series,20.0,35.8,0.4,JF XF,1.52,123,0.006,0.006,0.006
NACA64-120 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=257b1b53-63af-4465-b764-d228ca490519"" target=""_blank"">NACA64-120 a=0.2</a>",NACA 64-series,20.0,35.8,0.4,JF XF,1.53,122,0.006,0.006,0.006
NACA64-120 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=cf5496aa-8169-438f-8734-00bacfccab4d"" target=""_blank"">NACA64-120 a=0.5</a>",NACA 64-series,20.0,35.8,0.5,JF XF,1.54,130,0.006,0.006,0.006
NACA64-120 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=e2c162a9-1782-4413-b029-94d279a238ce"" target=""_blank"">NACA64-120 a=0.6</a>",NACA 64-series,20.0,35.8,0.5,JF XF,1.54,131,0.006,0.006,0.006
