,Name_big,Name_dat
4435,NACA67-510 A=0.2,NACA67-510 a=0.2.DAT
4436,NACA67-510 A=0.5,NACA67-510 a=0.5.DAT
4437,NACA67-510 A=0.6,NACA67-510 a=0.6.DAT
4438,NACA67-510 A=0.8,NACA67-510 a=0.8.DAT
4439,NACA67-511 A=0.0,NACA67-511 a=0.0.DAT
4440,NACA67-511 A=0.2,NACA67-511 a=0.2.DAT
4441,NACA67-511 A=0.5,NACA67-511 a=0.5.DAT
4442,NACA67-511 A=0.6,NACA67-511 a=0.6.DAT
4443,NACA67-511 A=0.8,NACA67-511 a=0.8.DAT
4444,NACA67-512 A=0.0,NACA67-512 a=0.0.DAT
4445,NACA67-512 A=0.2,NACA67-512 a=0.2.DAT
4446,NACA67-512 A=0.5,NACA67-512 a=0.5.DAT
4447,NACA67-512 A=0.6,NACA67-512 a=0.6.DAT
4448,NACA67-512 A=0.8,NACA67-512 a=0.8.DAT
4449,NACA67-513 A=0.0,NACA67-513 a=0.0.DAT
4450,NACA67-513 A=0.2,NACA67-513 a=0.2.DAT
4451,NACA67-513 A=0.5,NACA67-513 a=0.5.DAT
4452,NACA67-513 A=0.6,NACA67-513 a=0.6.DAT
4453,NACA67-513 A=0.8,NACA67-513 a=0.8.DAT
4454,NACA67-514 A=0.0,NACA67-514 a=0.0.DAT
4455,NACA67-514 A=0.2,NACA67-514 a=0.2.DAT
4456,NACA67-514 A=0.5,NACA67-514 a=0.5.DAT
4457,NACA67-514 A=0.6,NACA67-514 a=0.6.DAT
4458,NACA67-514 A=0.8,NACA67-514 a=0.8.DAT
4459,NACA67-515 A=0.0,NACA67-515 a=0.0.DAT
4460,NACA67-515 A=0.2,NACA67-515 a=0.2.DAT
4461,NACA67-515 A=0.5,NACA67-515 a=0.5.DAT
4462,NACA67-515 A=0.6,NACA67-515 a=0.6.DAT
4463,NACA67-515 A=0.8,NACA67-515 a=0.8.DAT
4464,NACA67-516 A=0.0,NACA67-516 a=0.0.DAT
4465,NACA67-516 A=0.2,NACA67-516 a=0.2.DAT
4466,NACA67-516 A=0.5,NACA67-516 a=0.5.DAT
4467,NACA67-516 A=0.6,NACA67-516 a=0.6.DAT
4468,NACA67-516 A=0.8,NACA67-516 a=0.8.DAT
4469,NACA67-517 A=0.0,NACA67-517 a=0.0.DAT
4470,NACA67-517 A=0.2,NACA67-517 a=0.2.DAT
4471,NACA67-517 A=0.5,NACA67-517 a=0.5.DAT
4472,NACA67-517 A=0.6,NACA67-517 a=0.6.DAT
4473,NACA67-517 A=0.8,NACA67-517 a=0.8.DAT
4474,NACA67-518 A=0.0,NACA67-518 a=0.0.DAT
4475,NACA67-518 A=0.2,NACA67-518 a=0.2.DAT
4476,NACA67-518 A=0.5,NACA67-518 a=0.5.DAT
4477,NACA67-518 A=0.6,NACA67-518 a=0.6.DAT
4478,NACA67-518 A=0.8,NACA67-518 a=0.8.DAT
4479,NACA67-519 A=0.0,NACA67-519 a=0.0.DAT
4480,NACA67-519 A=0.2,NACA67-519 a=0.2.DAT
4481,NACA67-519 A=0.5,NACA67-519 a=0.5.DAT
4482,NACA67-519 A=0.6,NACA67-519 a=0.6.DAT
4483,NACA67-519 A=0.8,NACA67-519 a=0.8.DAT
4484,NACA67-520 A=0.0,NACA67-520 a=0.0.DAT
4485,NACA67-520 A=0.2,NACA67-520 a=0.2.DAT
4486,NACA67-520 A=0.5,NACA67-520 a=0.5.DAT
4487,NACA67-520 A=0.6,NACA67-520 a=0.6.DAT
4488,NACA67-520 A=0.8,NACA67-520 a=0.8.DAT
4489,NACA67-609 A=0.0,NACA67-609 a=0.0.DAT
4490,NACA67-609 A=0.2,NACA67-609 a=0.2.DAT
4491,NACA67-609 A=0.5,NACA67-609 a=0.5.DAT
4492,NACA67-609 A=0.6,NACA67-609 a=0.6.DAT
4493,NACA67-609 A=0.8,NACA67-609 a=0.8.DAT
4494,NACA67-610 A=0.0,NACA67-610 a=0.0.DAT
4495,NACA67-610 A=0.2,NACA67-610 a=0.2.DAT
4496,NACA67-610 A=0.5,NACA67-610 a=0.5.DAT
4497,NACA67-610 A=0.6,NACA67-610 a=0.6.DAT
4498,NACA67-610 A=0.8,NACA67-610 a=0.8.DAT
4499,NACA67-611,NACA67-611.DAT
4500,NACA67-611 A=0.0,NACA67-611 a=0.0.DAT
4501,NACA67-611 A=0.2,NACA67-611 a=0.2.DAT
4502,NACA67-611 A=0.5,NACA67-611 a=0.5.DAT
4503,NACA67-611 A=0.6,NACA67-611 a=0.6.DAT
4504,NACA67-611 A=0.8,NACA67-611 a=0.8.DAT
4505,NACA67-612,NACA67-612.DAT
4506,NACA67-612 A=0.0,NACA67-612 a=0.0.DAT
4507,NACA67-612 A=0.2,NACA67-612 a=0.2.DAT
4508,NACA67-612 A=0.5,NACA67-612 a=0.5.DAT
4509,NACA67-612 A=0.6,NACA67-612 a=0.6.DAT
4510,NACA67-612 A=0.8,NACA67-612 a=0.8.DAT
4511,NACA67-613,NACA67-613.DAT
4512,NACA67-613 A=0.0,NACA67-613 a=0.0.DAT
4513,NACA67-613 A=0.2,NACA67-613 a=0.2.DAT
4514,NACA67-613 A=0.5,NACA67-613 a=0.5.DAT
4515,NACA67-613 A=0.6,NACA67-613 a=0.6.DAT
4516,NACA67-613 A=0.8,NACA67-613 a=0.8.DAT
4517,NACA67-614,NACA67-614.DAT
4518,NACA67-614 A=0.0,NACA67-614 a=0.0.DAT
4519,NACA67-614 A=0.2,NACA67-614 a=0.2.DAT
4520,NACA67-614 A=0.5,NACA67-614 a=0.5.DAT
4521,NACA67-614 A=0.6,NACA67-614 a=0.6.DAT
4522,NACA67-614 A=0.8,NACA67-614 a=0.8.DAT
4523,NACA67-615,NACA67-615.DAT
4524,NACA67-615 A=0.0,NACA67-615 a=0.0.DAT
4525,NACA67-615 A=0.2,NACA67-615 a=0.2.DAT
4526,NACA67-615 A=0.5,NACA67-615 a=0.5.DAT
4527,NACA67-615 A=0.6,NACA67-615 a=0.6.DAT
4528,NACA67-615 A=0.8,NACA67-615 a=0.8.DAT
4529,NACA67-616,NACA67-616.DAT
4530,NACA67-616 A=0.0,NACA67-616 a=0.0.DAT
4531,NACA67-616 A=0.2,NACA67-616 a=0.2.DAT
4532,NACA67-616 A=0.5,NACA67-616 a=0.5.DAT
4533,NACA67-616 A=0.6,NACA67-616 a=0.6.DAT
4534,NACA67-616 A=0.8,NACA67-616 a=0.8.DAT
4535,NACA67-617,NACA67-617.DAT
4536,NACA67-617 A=0.0,NACA67-617 a=0.0.DAT
4537,NACA67-617 A=0.2,NACA67-617 a=0.2.DAT
4538,NACA67-617 A=0.5,NACA67-617 a=0.5.DAT
4539,NACA67-617 A=0.6,NACA67-617 a=0.6.DAT
4540,NACA67-617 A=0.8,NACA67-617 a=0.8.DAT
4541,NACA67-618,NACA67-618.DAT
4542,NACA67-618 A=0.0,NACA67-618 a=0.0.DAT
4543,NACA67-618 A=0.2,NACA67-618 a=0.2.DAT
4544,NACA67-618 A=0.5,NACA67-618 a=0.5.DAT
4545,NACA67-618 A=0.6,NACA67-618 a=0.6.DAT
4546,NACA67-618 A=0.8,NACA67-618 a=0.8.DAT
4547,NACA67-619,NACA67-619.DAT
4548,NACA67-619 A=0.0,NACA67-619 a=0.0.DAT
4549,NACA67-619 A=0.2,NACA67-619 a=0.2.DAT
4550,NACA67-619 A=0.5,NACA67-619 a=0.5.DAT
4551,NACA67-619 A=0.6,NACA67-619 a=0.6.DAT
4552,NACA67-619 A=0.8,NACA67-619 a=0.8.DAT
4553,NACA67-620,NACA67-620.DAT
4554,NACA67-620 A=0.0,NACA67-620 a=0.0.DAT
4555,NACA67-620 A=0.2,NACA67-620 a=0.2.DAT
4556,NACA67-620 A=0.5,NACA67-620 a=0.5.DAT
4557,NACA67-620 A=0.6,NACA67-620 a=0.6.DAT
4558,NACA67-620 A=0.8,NACA67-620 a=0.8.DAT
4559,NACA67-709,NACA67-709.DAT
4560,NACA67-709 A=0.0,NACA67-709 a=0.0.DAT
4561,NACA67-709 A=0.2,NACA67-709 a=0.2.DAT
4562,NACA67-709 A=0.5,NACA67-709 a=0.5.DAT
4563,NACA67-709 A=0.6,NACA67-709 a=0.6.DAT
4564,NACA67-709 A=0.8,NACA67-709 a=0.8.DAT
4565,NACA67-710,NACA67-710.DAT
4566,NACA67-710 A=0.0,NACA67-710 a=0.0.DAT
4567,NACA67-710 A=0.2,NACA67-710 a=0.2.DAT
4568,NACA67-710 A=0.5,NACA67-710 a=0.5.DAT
4569,NACA67-710 A=0.6,NACA67-710 a=0.6.DAT
4570,NACA67-710 A=0.8,NACA67-710 a=0.8.DAT
4571,NACA67-711,NACA67-711.DAT
4572,NACA67-711 A=0.0,NACA67-711 a=0.0.DAT
4573,NACA67-711 A=0.2,NACA67-711 a=0.2.DAT
4574,NACA67-711 A=0.5,NACA67-711 a=0.5.DAT
4575,NACA67-711 A=0.6,NACA67-711 a=0.6.DAT
4576,NACA67-711 A=0.8,NACA67-711 a=0.8.DAT
4577,NACA67-712,NACA67-712.DAT
4578,NACA67-712 A=0.0,NACA67-712 a=0.0.DAT
4579,NACA67-712 A=0.2,NACA67-712 a=0.2.DAT
4580,NACA67-712 A=0.5,NACA67-712 a=0.5.DAT
4581,NACA67-712 A=0.6,NACA67-712 a=0.6.DAT
4582,NACA67-712 A=0.8,NACA67-712 a=0.8.DAT
4583,NACA67-713,NACA67-713.DAT
4584,NACA67-713 A=0.0,NACA67-713 a=0.0.DAT
4585,NACA67-713 A=0.2,NACA67-713 a=0.2.DAT
4586,NACA67-713 A=0.5,NACA67-713 a=0.5.DAT
4587,NACA67-713 A=0.6,NACA67-713 a=0.6.DAT
4588,NACA67-713 A=0.8,NACA67-713 a=0.8.DAT
4589,NACA67-714,NACA67-714.DAT
4590,NACA67-714 A=0.0,NACA67-714 a=0.0.DAT
4591,NACA67-714 A=0.2,NACA67-714 a=0.2.DAT
4592,NACA67-714 A=0.5,NACA67-714 a=0.5.DAT
4593,NACA67-714 A=0.6,NACA67-714 a=0.6.DAT
4594,NACA67-714 A=0.8,NACA67-714 a=0.8.DAT
4595,NACA67-715,NACA67-715.DAT
4596,NACA67-715 A=0.0,NACA67-715 a=0.0.DAT
4597,NACA67-715 A=0.2,NACA67-715 a=0.2.DAT
4598,NACA67-715 A=0.5,NACA67-715 a=0.5.DAT
4599,NACA67-715 A=0.6,NACA67-715 a=0.6.DAT
4600,NACA67-715 A=0.8,NACA67-715 a=0.8.DAT
4601,NACA67-716,NACA67-716.DAT
4602,NACA67-716 A=0.0,NACA67-716 a=0.0.DAT
4603,NACA67-716 A=0.2,NACA67-716 a=0.2.DAT
4604,NACA67-716 A=0.5,NACA67-716 a=0.5.DAT
4605,NACA67-716 A=0.6,NACA67-716 a=0.6.DAT
4606,NACA67-716 A=0.8,NACA67-716 a=0.8.DAT
4607,NACA67-717,NACA67-717.DAT
4608,NACA67-717 A=0.0,NACA67-717 a=0.0.DAT
4609,NACA67-717 A=0.2,NACA67-717 a=0.2.DAT
4610,NACA67-717 A=0.5,NACA67-717 a=0.5.DAT
4611,NACA67-717 A=0.6,NACA67-717 a=0.6.DAT
4612,NACA67-717 A=0.8,NACA67-717 a=0.8.DAT
4613,NACA67-718,NACA67-718.DAT
4614,NACA67-718 A=0.0,NACA67-718 a=0.0.DAT
4615,NACA67-718 A=0.2,NACA67-718 a=0.2.DAT
4616,NACA67-718 A=0.5,NACA67-718 a=0.5.DAT
4617,NACA67-718 A=0.6,NACA67-718 a=0.6.DAT
4618,NACA67-718 A=0.8,NACA67-718 a=0.8.DAT
4619,NACA67-719,NACA67-719.DAT
4620,NACA67-719 A=0.0,NACA67-719 a=0.0.DAT
4621,NACA67-719 A=0.2,NACA67-719 a=0.2.DAT
4622,NACA67-719 A=0.5,NACA67-719 a=0.5.DAT
4623,NACA67-719 A=0.6,NACA67-719 a=0.6.DAT
4624,NACA67-719 A=0.8,NACA67-719 a=0.8.DAT
4625,NACA67-720,NACA67-720.DAT
4626,NACA67-720 A=0.0,NACA67-720 a=0.0.DAT
4627,NACA67-720 A=0.2,NACA67-720 a=0.2.DAT
4628,NACA67-720 A=0.5,NACA67-720 a=0.5.DAT
4629,NACA67-720 A=0.6,NACA67-720 a=0.6.DAT
4630,NACA67-720 A=0.8,NACA67-720 a=0.8.DAT
4631,NACA67A109,NACA67A109.DAT
4632,NACA67A110,NACA67A110.DAT
4633,NACA67A111,NACA67A111.DAT
4634,NACA67A112,NACA67A112.DAT
4635,NACA67A113,NACA67A113.DAT
4636,NACA67A114,NACA67A114.DAT
4637,NACA67A115,NACA67A115.DAT
4638,NACA67A116,NACA67A116.DAT
4639,NACA67A117,NACA67A117.DAT
4640,NACA67A118,NACA67A118.DAT
4641,NACA67A119,NACA67A119.DAT
4642,NACA67A120,NACA67A120.DAT
4643,NACA67A209,NACA67A209.DAT
4644,NACA67A210,NACA67A210.DAT
4645,NACA67A211,NACA67A211.DAT
4646,NACA67A212,NACA67A212.DAT
4647,NACA67A213,NACA67A213.DAT
4648,NACA67A214,NACA67A214.DAT
4649,NACA67A215,NACA67A215.DAT
4650,NACA67A216,NACA67A216.DAT
4651,NACA67A217,NACA67A217.DAT
4652,NACA67A218,NACA67A218.DAT
4653,NACA67A219,NACA67A219.DAT
4654,NACA67A220,NACA67A220.DAT
4655,NACA67A309,NACA67A309.DAT
4656,NACA67A310,NACA67A310.DAT
4657,NACA67A311,NACA67A311.DAT
4658,NACA67A312,NACA67A312.DAT
4659,NACA67A313,NACA67A313.DAT
4660,NACA67A314,NACA67A314.DAT
4661,NACA67A315,NACA67A315.DAT
4662,NACA67A316,NACA67A316.DAT
4663,NACA67A317,NACA67A317.DAT
4664,NACA67A318,NACA67A318.DAT
4665,NACA67A319,NACA67A319.DAT
4666,NACA67A320,NACA67A320.DAT
4667,NACA67A409,NACA67A409.DAT
4668,NACA67A410,NACA67A410.DAT
4669,NACA67A411,NACA67A411.DAT
4670,NACA67A412,NACA67A412.DAT
4671,NACA67A413,NACA67A413.DAT
4672,NACA67A414,NACA67A414.DAT
4673,NACA67A415,NACA67A415.DAT
4674,NACA67A416,NACA67A416.DAT
4675,NACA67A417,NACA67A417.DAT
4676,NACA67A418,NACA67A418.DAT
4677,NACA67A419,NACA67A419.DAT
4678,NACA67A420,NACA67A420.DAT
4679,NACA67A509,NACA67A509.DAT
4680,NACA67A510,NACA67A510.DAT
4681,NACA67A511,NACA67A511.DAT
4682,NACA67A512,NACA67A512.DAT
4683,NACA67A513,NACA67A513.DAT
4684,NACA67A514,NACA67A514.DAT
4685,NACA67A515,NACA67A515.DAT
4686,NACA67A516,NACA67A516.DAT
4687,NACA67A517,NACA67A517.DAT
4688,NACA67A518,NACA67A518.DAT
4689,NACA67A519,NACA67A519.DAT
4690,NACA67A520,NACA67A520.DAT
4691,NACA67A609,NACA67A609.DAT
4692,NACA67A610,NACA67A610.DAT
4693,NACA67A611,NACA67A611.DAT
4694,NACA67A612,NACA67A612.DAT
4695,NACA67A613,NACA67A613.DAT
4696,NACA67A614,NACA67A614.DAT
4697,NACA67A615,NACA67A615.DAT
4698,NACA67A616,NACA67A616.DAT
4699,NACA67A617,NACA67A617.DAT
4700,NACA67A618,NACA67A618.DAT
4701,NACA67A619,NACA67A619.DAT
4702,NACA67A620,NACA67A620.DAT
4703,NACA67A709,NACA67A709.DAT
4704,NACA67A710,NACA67A710.DAT
4705,NACA67A711,NACA67A711.DAT
4706,NACA67A712,NACA67A712.DAT
4707,NACA67A713,NACA67A713.DAT
4708,NACA67A714,NACA67A714.DAT
4709,NACA67A715,NACA67A715.DAT
4710,NACA67A716,NACA67A716.DAT
4711,NACA67A717,NACA67A717.DAT
4712,NACA67A718,NACA67A718.DAT
4713,NACA67A719,NACA67A719.DAT
4714,NACA67A720,NACA67A720.DAT
4715,NM CLASSIC 12 ROOT,NM Classic 12 root.DAT
4716,NM CLASSIC 12 SAUMON,NM Classic 12 saumon.DAT
4717,NM RETRO 13,NM Retro 13.DAT
4718,NM RETRO 14,NM Retro 14.DAT
4719,NM RETRO 16,NM Retro 16.DAT
4720,NM RETRO TIP FOR 30% AILERONS,NM RETRO tip for 30% ailerons.DAT
4721,NM RETRO TIP FOR 50% AILERONS,NM RETRO tip for 50% ailerons.DAT
4722,NM SPATZ 13%,NM Spatz 13%.DAT
4723,NM SPATZ 14%,NM Spatz 14%.DAT
4724,NM SPATZ TIP FOR 30% AILERONS,NM Spatz tip for 30% ailerons.DAT
4725,NM SPATZ TIP FOR 50% AILERONS,NM Spatz tip for 50% ailerons.DAT
4726,NM01,NM01.DAT
4727,NM02,NM02.DAT
4728,NM08,NM08.DAT
4729,NM09,NM09.DAT
4730,NM10,NM10.DAT
4731,NM12,NM12.DAT
4732,NM18 ROOT,NM18 root.DAT
4733,NM18-S TIP,NM18-S tip.DAT
4734,NM19 ROOT,NM19 root.DAT
4735,NM19-S TIP,NM19-S tip.DAT
4736,NM20 ROOT,NM20 root.DAT
4737,NM20-S TIP,NM20-S tip.DAT
4738,NM23,NM23.DAT
4739,NM26-1-23,NM26-1-23.DAT
4740,NM26-2,NM26-2.DAT
4741,NM26-3,NM26-3.DAT
4742,NM28,NM28.DAT
4743,NM29,NM29.DAT
4744,NM32 ROOT,NM32 root.DAT
4745,NM32-S TIP,NM32-S tip.DAT
4746,NM41,NM41.DAT
4747,NM41-2,NM41-2.DAT
4748,NM41-3,NM41-3.DAT
4749,NMR13,NMR13.DAT
4750,NN 18-17 PW-5,NN 18-17 PW-5.DAT
4751,OAF095,oaf095.DAT
4752,OAF102,oaf102.DAT
4753,OAF117,oaf117.DAT
4754,OAF128,oaf128.DAT
4755,OAF139,oaf139.DAT
4756,PEGASE COAP,Pegase coap.DAT
4757,PHOENIX,Phoenix.DAT
4758,PHOENIX10,Phoenix10.DAT
4759,PSU-90-125WL,psu-90-125wl.DAT
4760,PW 2019 3M,PW 2019 3m.DAT
4761,PW RENNBRETT STRAK 1 FINAL MOD,PW Rennbrett Strak 1 final Mod.DAT
4762,PW RENNBRETT STRAK 2 FINAL MOD_GDES,PW Rennbrett Strak 2 final Mod_GDES.DAT
4763,PW RENNBRETT STRAK 3 FINAL,PW Rennbrett Strak 3 final.DAT
4764,PW RENNBRETT WURZEL FINAL,PW Rennbrett Wurzel final.DAT
4765,PW RES BRETT MAIN AIRFOIL MOD_GDES,PW RES BRETT main airfoil Mod_GDES.DAT
4766,PW RES BRETT TIP FINAL,PW RES BRETT tip final.DAT
4767,PW RES ROOT CENTER FINAL MOD_GDES LR,PW RES root center final Mod_GDES LR.DAT
4768,PW RES ROOT STRAK FINAL MOD_GDES LR,PW RES root strak final Mod_GDES LR.DAT
4769,PW106,PW106.DAT
4770,PW106 SM,PW106 sm.DAT
4771,PW1211,PW1211.DAT
4772,PW1211 SM,PW1211 sm.DAT
4773,PW2019 STRAK 1 3M,PW2019 Strak 1 3m.DAT
4774,PW2019 TIP AIRFOIL 3M,PW2019 tip airfoil 3m.DAT
4775,PW51,PW51.DAT
4776,PW51 SM,PW51 sm.DAT
4777,PW75,PW75.DAT
4778,PW75 SM,PW75 sm.DAT
4779,PW98 SM,PW98 sm.DAT
4780,PW98-MOD SM,PW98-mod sm.DAT
4781,R140 12.04% (SMOOTHED),r140sm.DAT
4782,RC_MILAN,RC_Milan.DAT
4783,RITZ 1-30-10,Ritz 1-30-10.DAT
4784,RITZ 1-30-12,Ritz 1-30-12.DAT
4785,RITZ 2-30-10,Ritz 2-30-10.DAT
4786,RITZ 2-30-12,Ritz 2-30-12.DAT
4787,RITZ 3-30-10,Ritz 3-30-10.DAT
4788,RITZ 3-30-12,Ritz 3-30-12.DAT
4789,RITZ 3-30-15,Ritz 3-30-15.DAT
4790,RK40,RK40.DAT
4791,RS001,RS001.DAT
4792,RS001M05,RS001m05.DAT
4793,RS001M60,RS001m60.DAT
4794,RS001T,RS001t.DAT
4795,RS001T10,RS001t10.DAT
4796,RS004A,RS004a.DAT
4797,RS004AT,RS004at.DAT
4798,RS006M75,RS006m75.DAT
4799,S1012,s1012.DAT
4800,S1014,s1014.DAT
4801,S1016,s1016.DAT
4802,S1210,S1210.DAT
4803,S1221,s1221.DAT
4804,S1223,s1223.DAT
4805,S2027,s2027.DAT
4806,S2046,s2046.DAT
4807,S2048,s2048.DAT
4808,S2055,s2055.DAT
4809,S4022,s4022.DAT
4810,S4053,s4053.DAT
4811,S4110,s4110.DAT
4812,S4158,s4158.DAT
4813,S4310,s4310.DAT
4814,S4320,s4320.DAT
4815,S5010,s5010.DAT
4816,S5020,s5020.DAT
4817,S8064,S8064.DAT
4818,S9000,S9000.DAT
4819,SA7035,sa7035.DAT
4820,SA7036,sa7036.DAT
4821,SA7038,sa7038.DAT
4822,SALAZROOT,salazroot.DAT
4823,SALAZTIP,salaztip.DAT
4824,SALAZV3ROOT,salazV3root.DAT
4825,SALAZV3TIP,salazV3tip.DAT
4826,SARATOV,saratov.DAT
4827,SB96D TRAINER,SB96D TRAINER.DAT
4828,SB98 VM5 MID,SB98 VM5 mid.DAT
4829,SB98 VR5 ROOT,SB98 VR5 root.DAT
4830,SB98 VS5 TIP,SB98 VS5 tip.DAT
4831,SB99 F3J,SB99 F3J.DAT
4832,SB99A22C4,SB99A22C4.DAT
4833,SB99A22CO,SB99A22CO.DAT
4834,SB99BLKM MID,SB99blkm mid.DAT
4835,SB99BLKR ROOT,SB99blkr root.DAT
4836,SB99BLKS TIP,SB99blks tip.DAT
4837,SBC3,SBC3.DAT
4838,SC17,SC17.DAT
4839,SC17S,SC17s.DAT
4840,SD7034,sd7034.DAT
4841,SD7090,SD7090.DAT
4842,SG6040,sg6040.DAT
4843,SG6041,sg6041.DAT
4844,SG6042,sg6042.DAT
4845,SG6043,sg6043.DAT
4846,SG6050,sg6050.DAT
4847,SG6051,sg6051.DAT
4848,SIBNIA S-16,Sibnia S-16.DAT
4849,SM701,sm701.DAT
4850,SM8016M,SM8016m.DAT
4851,SM8516M,SM8516m.DAT
4852,SOKOLOV,sokolov.DAT
4853,SPICA 11.73% SMOOTHED,spicasm.DAT
4854,STRAND,strand.DAT
4855,STROM98,STROM98.DAT
4856,SU-26M,SU-26M.DAT
4857,TL54,TL54.DAT
4858,TL55,TL55.DAT
4859,TL56,TL56.DAT
4860,TP-CIEL-S,TP-CIEL-S.DAT
4861,TP100,TP100.DAT
4862,TP202-10%,TP202-10%.DAT
4863,TP202-9%,TP202-9%.DAT
4864,TP204,TP204.DAT
4865,TP210-10%,TP210-10%.DAT
4866,TP210-11%,TP210-11%.DAT
4867,TP28 MID,TP28 mid.DAT
4868,TP28 TIP,TP28 tip.DAT
4869,TP28-0% OPT-26,TP28-0% opt-26.DAT
4870,TP28-4,TP28-4.DAT
4871,TP28-60,TP28-60.DAT
4872,TP28-L,TP28-L.DAT
4873,TP29-1-8.5%,TP29-1-8.5%.DAT
4874,TP29-5%,TP29-5%.DAT
4875,TP29-6%,TP29-6%.DAT
4876,TP29-7%,TP29-7%.DAT
4877,TP29-8%,TP29-8%.DAT
4878,TP29-9%,TP29-9%.DAT
4879,TP36-9.5%,TP36-9.5%.DAT
4880,TP36-9.5% TP29-8.5% INTERMEDIATE,TP36-9.5% TP29-8.5% intermediate.DAT
4881,TP42,TP42.DAT
4882,TP50-DS,TP50-DS.DAT
4883,TP60J,TP60J.DAT
4884,TP66 ROOT,TP66 root.DAT
4885,TP66-S TIP,TP66-S tip.DAT
4886,TP73-60 INCH,TP73-60 inch.DAT
4887,TP96-0.5%,TP96-0.5%.DAT
4888,TP96-0.75%,TP96-0.75%.DAT
4889,TP96-1%,TP96-1%.DAT
4890,TP96-1.25%,TP96-1.25%.DAT
4891,TPR-95-96-95,TPR-95-96-95.DAT
4892,TRAINER60,trainer60.DAT
4893,TSAGI B 10.0% THICK,TsAGI B 10.0% thick.DAT
4894,TSAGI B 10.5% THICK,TsAGI B 10.5% thick.DAT
4895,TSAGI B 11.0% THICK,TsAGI B 11.0% thick.DAT
4896,TSAGI B 11.5% THICK,TsAGI B 11.5% thick.DAT
4897,TSAGI B 12.0% THICK,TsAGI B 12.0% thick.DAT
4898,TSAGI B 12.5% THICK,TsAGI B 12.5% thick.DAT
4899,TSAGI B 13.0% THICK,TsAGI B 13.0% thick.DAT
4900,TSAGI B 13.5% THICK,TsAGI B 13.5% thick.DAT
4901,TSAGI B 14.0% THICK,TsAGI B 14.0% thick.DAT
4902,TSAGI B 14.5% THICK,TsAGI B 14.5% thick.DAT
4903,TSAGI B 15.0% THICK,TsAGI B 15.0% thick.DAT
4904,TSAGI B 15.5% THICK,TsAGI B 15.5% thick.DAT
4905,TSAGI B 16.0% THICK,TsAGI B 16.0% thick.DAT
4906,TSAGI B 16.5% THICK,TsAGI B 16.5% thick.DAT
4907,TSAGI B 17.0% THICK,TsAGI B 17.0% thick.DAT
4908,TSAGI B 17.5% THICK,TsAGI B 17.5% thick.DAT
4909,TSAGI B 18.0% THICK,TsAGI B 18.0% thick.DAT
4910,TSAGI B 18.5% THICK,TsAGI B 18.5% thick.DAT
4911,TSAGI B 19.0% THICK,TsAGI B 19.0% thick.DAT
4912,TSAGI B 19.5% THICK,TsAGI B 19.5% thick.DAT
4913,TSAGI B 20.0% THICK,TsAGI B 20.0% thick.DAT
4914,TSAGI B 20.5% THICK,TsAGI B 20.5% thick.DAT
4915,TSAGI B 21.0% THICK,TsAGI B 21.0% thick.DAT
4916,TSAGI B 21.5% THICK,TsAGI B 21.5% thick.DAT
4917,TSAGI B 22.0% THICK,TsAGI B 22.0% thick.DAT
4918,TSAGI B 22.5% THICK,TsAGI B 22.5% thick.DAT
4919,TSAGI B 23.0% THICK,TsAGI B 23.0% thick.DAT
4920,TSAGI B 23.5% THICK,TsAGI B 23.5% thick.DAT
4921,TSAGI B 24.0% THICK,TsAGI B 24.0% thick.DAT
4922,TSAGI B 24.5% THICK,TsAGI B 24.5% thick.DAT
4923,TSAGI B 25.0% THICK,TsAGI B 25.0% thick.DAT
4924,TSAGI B 6.0% THICK,TsAGI B 6.0% thick.DAT
4925,TSAGI B 6.5% THICK,TsAGI B 6.5% thick.DAT
4926,TSAGI B 7.0% THICK,TsAGI B 7.0% thick.DAT
4927,TSAGI B 7.5% THICK,TsAGI B 7.5% thick.DAT
4928,TSAGI B 8.0% THICK,TsAGI B 8.0% thick.DAT
4929,TSAGI B 8.5% THICK,TsAGI B 8.5% thick.DAT
4930,TSAGI B 9.0% THICK,TsAGI B 9.0% thick.DAT
4931,TSAGI B 9.5% THICK,TsAGI B 9.5% thick.DAT
4932,TT54,TT54.DAT
4933,UPLINKDLG,UplinkDLG.DAT
4934,USNPS4 (SMOOTHED),usnps4.DAT
4935,VANE 15% GAP 1%,VANE 15% gap 1%.DAT
4936,WB-135/35 13.5% SMOOTHED,wb13535sm.DAT
4937,WSA828,WSA828.DAT
4938,WSI925,WSI925.DAT
4939,WSM825,WSM825.DAT
4940,ZAGI 08,ZAGI 08.DAT
4941,ZAGI 10,ZAGI 10.DAT
4942,ZAGI 12,ZAGI 12.DAT
4943,ZONE-21,Zone-21.DAT
4944,ZONE-25,Zone-25.DAT
4945,ZONE-36,Zone-36.DAT
4946,ZONE-40,Zone-40.DAT
4947,ZONE-46,Zone-46.DAT
4948,ZONE-52,Zone-52.DAT
4949,EH 1.0/7.0,eh1070.DAT
4950,EH 1.0/9.0,eh1090.DAT
4951,EH 1.5/9.0,eh1590.DAT
4952,EH 2.0/10,eh2010.DAT
4953,EH 2.0/12,eh2012.DAT
4954,EH 2.0/7.0,eh2070.DAT
4955,EH 2.5/10,eh2510.DAT
4956,EH 3.0/12,eh3012.DAT
4957,EIFFEL 10 (WRIGHT) - 1903 WRIGHT FLYER AIRFOIL,eiffel10.DAT
