,Name_big,Name_dat
1272,NACA22016,NACA22016.DAT
1273,NACA22016.5,NACA22016.5.DAT
1274,NACA22017,NACA22017.DAT
1275,NACA22018,NACA22018.DAT
1276,NACA22019,NACA22019.DAT
1277,NACA22021,NACA22021.DAT
1278,NACA22024,NACA22024.DAT
1279,NACA2206,NACA2206.DAT
1280,NACA2209,NACA2209.DAT
1281,NACA2210,NACA2210.DAT
1282,NACA22105,NACA22105.DAT
1283,NACA22107,NACA22107.DAT
1284,NACA22109,NACA22109.DAT
1285,NACA22110,NACA22110.DAT
1286,NACA22110.5,NACA22110.5.DAT
1287,NACA22112,NACA22112.DAT
1288,NACA22113,NACA22113.DAT
1289,NACA22113.5,NACA22113.5.DAT
1290,NACA22114,NACA22114.DAT
1291,NACA22114.5,NACA22114.5.DAT
1292,NACA22115,NACA22115.DAT
1293,NACA22116,NACA22116.DAT
1294,NACA22116.5,NACA22116.5.DAT
1295,NACA22117,NACA22117.DAT
1296,NACA22118,NACA22118.DAT
1297,NACA22119,NACA22119.DAT
1298,NACA2212,NACA2212.DAT
1299,NACA22121,NACA22121.DAT
1300,NACA22124,NACA22124.DAT
1301,NACA2213,NACA2213.DAT
1302,NACA2215,NACA2215.DAT
1303,NACA2216,NACA2216.DAT
1304,NACA2218,NACA2218.DAT
1305,NACA2219,NACA2219.DAT
1306,NACA2221,NACA2221.DAT
1307,NACA2224,NACA2224.DAT
1308,NACA23005,NACA23005.DAT
1309,NACA23007,NACA23007.DAT
1310,NACA23009,NACA23009.DAT
1311,NACA23010,NACA23010.DAT
1312,NACA23010.5,NACA23010.5.DAT
1313,NACA23012,NACA23012.DAT
1314,NACA23013,NACA23013.DAT
1315,NACA23013.5,NACA23013.5.DAT
1316,NACA23014,NACA23014.DAT
1317,NACA23014.5,NACA23014.5.DAT
1318,NACA23015,NACA23015.DAT
1319,NACA23015.9,NACA23015.9.DAT
1320,NACA23016,NACA23016.DAT
1321,NACA23016.5,NACA23016.5.DAT
1322,NACA23017,NACA23017.DAT
1323,NACA23017.424,NACA23017.424.DAT
1324,NACA23018,NACA23018.DAT
1325,NACA23018.87,NACA23018.87.DAT
1326,NACA23019,NACA23019.DAT
1327,NACA23021,NACA23021.DAT
1328,NACA23024,NACA23024.DAT
1329,NACA2309,NACA2309.DAT
1330,NACA2310,NACA2310.DAT
1331,NACA23105,NACA23105.DAT
1332,NACA23107,NACA23107.DAT
1333,NACA23109,NACA23109.DAT
1334,NACA23110,NACA23110.DAT
1335,NACA23110.5,NACA23110.5.DAT
1336,NACA23112,NACA23112.DAT
1337,NACA23113,NACA23113.DAT
1338,NACA23113.5,NACA23113.5.DAT
1339,NACA23114,NACA23114.DAT
1340,NACA23114.5,NACA23114.5.DAT
1341,NACA23115,NACA23115.DAT
1342,NACA23116,NACA23116.DAT
1343,NACA23116.5,NACA23116.5.DAT
1344,NACA23117,NACA23117.DAT
1345,NACA23118,NACA23118.DAT
1346,NACA23119,NACA23119.DAT
1347,NACA2312,NACA2312.DAT
1348,NACA23121,NACA23121.DAT
1349,NACA23124,NACA23124.DAT
1350,NACA2315,NACA2315.DAT
1351,NACA2317,NACA2317.DAT
1352,NACA2318,NACA2318.DAT
1353,NACA2321,NACA2321.DAT
1354,NACA2324,NACA2324.DAT
1355,NACA24005,NACA24005.DAT
1356,NACA24007,NACA24007.DAT
1357,NACA24009,NACA24009.DAT
1358,NACA24010,NACA24010.DAT
1359,NACA24010.5,NACA24010.5.DAT
1360,NACA24012,NACA24012.DAT
1361,NACA24013,NACA24013.DAT
1362,NACA24013.5,NACA24013.5.DAT
1363,NACA24014,NACA24014.DAT
1364,NACA24014.5,NACA24014.5.DAT
1365,NACA24015,NACA24015.DAT
1366,NACA24016,NACA24016.DAT
1367,NACA24016.5,NACA24016.5.DAT
1368,NACA24017,NACA24017.DAT
1369,NACA24018,NACA24018.DAT
1370,NACA24019,NACA24019.DAT
1371,NACA24021,NACA24021.DAT
1372,NACA24024,NACA24024.DAT
1373,NACA2408,NACA2408.DAT
1374,NACA2409,NACA2409.DAT
1375,NACA2410,NACA2410.DAT
1376,NACA24105,NACA24105.DAT
1377,NACA24107,NACA24107.DAT
1378,NACA24109,NACA24109.DAT
1379,NACA2411,NACA2411.DAT
1380,NACA24110,NACA24110.DAT
1381,NACA24110.5,NACA24110.5.DAT
1382,NACA24112,NACA24112.DAT
1383,NACA24113,NACA24113.DAT
1384,NACA24113.5,NACA24113.5.DAT
1385,NACA24114,NACA24114.DAT
1386,NACA24114.5,NACA24114.5.DAT
1387,NACA24115,NACA24115.DAT
1388,NACA24116,NACA24116.DAT
1389,NACA24116.5,NACA24116.5.DAT
1390,NACA24117,NACA24117.DAT
1391,NACA24118,NACA24118.DAT
1392,NACA24119,NACA24119.DAT
1393,NACA2412,NACA2412.DAT
1394,NACA24121,NACA24121.DAT
1395,NACA24124,NACA24124.DAT
1396,NACA2414,NACA2414.DAT
1397,NACA2415,NACA2415.DAT
1398,NACA2416,NACA2416.DAT
1399,NACA2417,NACA2417.DAT
1400,NACA2418,NACA2418.DAT
1401,NACA2421,NACA2421.DAT
1402,NACA2424,NACA2424.DAT
1403,NACA25005,NACA25005.DAT
1404,NACA25007,NACA25007.DAT
1405,NACA25009,NACA25009.DAT
1406,NACA25010,NACA25010.DAT
1407,NACA25010.5,NACA25010.5.DAT
1408,NACA25012,NACA25012.DAT
1409,NACA25013,NACA25013.DAT
1410,NACA25013.5,NACA25013.5.DAT
1411,NACA25014,NACA25014.DAT
1412,NACA25014.5,NACA25014.5.DAT
1413,NACA25015,NACA25015.DAT
1414,NACA25016,NACA25016.DAT
1415,NACA25016.5,NACA25016.5.DAT
1416,NACA25017,NACA25017.DAT
1417,NACA25018,NACA25018.DAT
1418,NACA25019,NACA25019.DAT
1419,NACA25021,NACA25021.DAT
1420,NACA25024,NACA25024.DAT
1421,NACA25105,NACA25105.DAT
1422,NACA25107,NACA25107.DAT
1423,NACA25109,NACA25109.DAT
1424,NACA25110,NACA25110.DAT
1425,NACA25110.5,NACA25110.5.DAT
1426,NACA25112,NACA25112.DAT
1427,NACA25113,NACA25113.DAT
1428,NACA25113.5,NACA25113.5.DAT
1429,NACA25114,NACA25114.DAT
1430,NACA25114.5,NACA25114.5.DAT
1431,NACA25115,NACA25115.DAT
1432,NACA25116,NACA25116.DAT
1433,NACA25116.5,NACA25116.5.DAT
1434,NACA25117,NACA25117.DAT
1435,NACA25118,NACA25118.DAT
1436,NACA25119,NACA25119.DAT
1437,NACA25121,NACA25121.DAT
1438,NACA25124,NACA25124.DAT
1439,NACA32005,NACA32005.DAT
1440,NACA32007,NACA32007.DAT
1441,NACA32009,NACA32009.DAT
1442,NACA32010,NACA32010.DAT
1443,NACA32010.5,NACA32010.5.DAT
1444,NACA32012,NACA32012.DAT
1445,NACA32013,NACA32013.DAT
1446,NACA32013.5,NACA32013.5.DAT
1447,NACA32014,NACA32014.DAT
1448,NACA32014.5,NACA32014.5.DAT
1449,NACA32015,NACA32015.DAT
1450,NACA32016,NACA32016.DAT
1451,NACA32016.5,NACA32016.5.DAT
1452,NACA32017,NACA32017.DAT
1453,NACA32018,NACA32018.DAT
1454,NACA32019,NACA32019.DAT
1455,NACA32021,NACA32021.DAT
1456,NACA32024,NACA32024.DAT
1457,NACA32105,NACA32105.DAT
1458,NACA32107,NACA32107.DAT
1459,NACA32109,NACA32109.DAT
1460,NACA32110,NACA32110.DAT
1461,NACA32110.5,NACA32110.5.DAT
1462,NACA32112,NACA32112.DAT
1463,NACA32113,NACA32113.DAT
1464,NACA32113.5,NACA32113.5.DAT
1465,NACA32114,NACA32114.DAT
1466,NACA32114.5,NACA32114.5.DAT
1467,NACA32115,NACA32115.DAT
1468,NACA32116,NACA32116.DAT
1469,NACA32116.5,NACA32116.5.DAT
1470,NACA32117,NACA32117.DAT
1471,NACA32118,NACA32118.DAT
1472,NACA32119,NACA32119.DAT
1473,NACA32121,NACA32121.DAT
1474,NACA32124,NACA32124.DAT
1475,NACA33005,NACA33005.DAT
1476,NACA33007,NACA33007.DAT
1477,NACA33009,NACA33009.DAT
1478,NACA33010,NACA33010.DAT
1479,NACA33010.5,NACA33010.5.DAT
1480,NACA33012,NACA33012.DAT
1481,NACA33013,NACA33013.DAT
1482,NACA33013.5,NACA33013.5.DAT
1483,NACA33014,NACA33014.DAT
1484,NACA33014.5,NACA33014.5.DAT
1485,NACA33015,NACA33015.DAT
1486,NACA33016,NACA33016.DAT
1487,NACA33016.5,NACA33016.5.DAT
1488,NACA33017,NACA33017.DAT
1489,NACA33018,NACA33018.DAT
1490,NACA33019,NACA33019.DAT
1491,NACA33021,NACA33021.DAT
1492,NACA33024,NACA33024.DAT
1493,NACA33105,NACA33105.DAT
1494,NACA33107,NACA33107.DAT
1495,NACA33109,NACA33109.DAT
1496,NACA33110,NACA33110.DAT
1497,NACA33110.5,NACA33110.5.DAT
1498,NACA33112,NACA33112.DAT
1499,NACA33113,NACA33113.DAT
1500,NACA33113.5,NACA33113.5.DAT
1501,NACA33114,NACA33114.DAT
1502,NACA33114.5,NACA33114.5.DAT
1503,NACA33115,NACA33115.DAT
1504,NACA33116,NACA33116.DAT
1505,NACA33116.5,NACA33116.5.DAT
1506,NACA33117,NACA33117.DAT
1507,NACA33118,NACA33118.DAT
1508,NACA33119,NACA33119.DAT
1509,NACA33121,NACA33121.DAT
1510,NACA33124,NACA33124.DAT
1511,NACA34005,NACA34005.DAT
1512,NACA34007,NACA34007.DAT
1513,NACA34009,NACA34009.DAT
1514,NACA34010,NACA34010.DAT
1515,NACA34010.5,NACA34010.5.DAT
1516,NACA34012,NACA34012.DAT
1517,NACA34013,NACA34013.DAT
1518,NACA34013.5,NACA34013.5.DAT
1519,NACA34014,NACA34014.DAT
1520,NACA34014.5,NACA34014.5.DAT
1521,NACA34015,NACA34015.DAT
1522,NACA34016,NACA34016.DAT
1523,NACA34016.5,NACA34016.5.DAT
1524,NACA34017,NACA34017.DAT
1525,NACA34018,NACA34018.DAT
1526,NACA34019,NACA34019.DAT
1527,NACA34021,NACA34021.DAT
1528,NACA34024,NACA34024.DAT
1529,NACA3409,NACA3409.DAT
1530,NACA3410,NACA3410.DAT
1531,NACA34105,NACA34105.DAT
1532,NACA34107,NACA34107.DAT
1533,NACA34109,NACA34109.DAT
1534,NACA34110,NACA34110.DAT
1535,NACA34110.5,NACA34110.5.DAT
1536,NACA34112,NACA34112.DAT
1537,NACA34113,NACA34113.DAT
1538,NACA34113.5,NACA34113.5.DAT
1539,NACA34114,NACA34114.DAT
1540,NACA34114.5,NACA34114.5.DAT
1541,NACA34115,NACA34115.DAT
1542,NACA34116,NACA34116.DAT
1543,NACA34116.5,NACA34116.5.DAT
1544,NACA34117,NACA34117.DAT
1545,NACA34118,NACA34118.DAT
1546,NACA34119,NACA34119.DAT
1547,NACA3412,NACA3412.DAT
1548,NACA34121,NACA34121.DAT
1549,NACA34124,NACA34124.DAT
1550,NACA3413,NACA3413.DAT
1551,NACA3414,NACA3414.DAT
1552,NACA3415,NACA3415.DAT
1553,NACA3418,NACA3418.DAT
1554,NACA3421,NACA3421.DAT
1555,NACA35005,NACA35005.DAT
1556,NACA35007,NACA35007.DAT
1557,NACA35009,NACA35009.DAT
1558,NACA35010,NACA35010.DAT
1559,NACA35010.5,NACA35010.5.DAT
1560,NACA35012,NACA35012.DAT
1561,NACA35013,NACA35013.DAT
1562,NACA35013.5,NACA35013.5.DAT
1563,NACA35014,NACA35014.DAT
1564,NACA35014.5,NACA35014.5.DAT
1565,NACA35015,NACA35015.DAT
1566,NACA35016,NACA35016.DAT
1567,NACA35016.5,NACA35016.5.DAT
1568,NACA35017,NACA35017.DAT
1569,NACA35018,NACA35018.DAT
1570,NACA35019,NACA35019.DAT
1571,NACA35021,NACA35021.DAT
1572,NACA35024,NACA35024.DAT
1573,NACA35105,NACA35105.DAT
1574,NACA35107,NACA35107.DAT
1575,NACA35109,NACA35109.DAT
1576,NACA35110,NACA35110.DAT
1577,NACA35110.5,NACA35110.5.DAT
1578,NACA35112,NACA35112.DAT
1579,NACA35113,NACA35113.DAT
1580,NACA35113.5,NACA35113.5.DAT
1581,NACA35114,NACA35114.DAT
1582,NACA35114.5,NACA35114.5.DAT
1583,NACA35115,NACA35115.DAT
1584,NACA35116,NACA35116.DAT
1585,NACA35116.5,NACA35116.5.DAT
1586,NACA35117,NACA35117.DAT
1587,NACA35118,NACA35118.DAT
1588,NACA35119,NACA35119.DAT
1589,NACA35121,NACA35121.DAT
1590,NACA35124,NACA35124.DAT
1591,NACA42005,NACA42005.DAT
1592,NACA42007,NACA42007.DAT
1593,NACA42009,NACA42009.DAT
1594,NACA42010,NACA42010.DAT
1595,NACA42010.5,NACA42010.5.DAT
1596,NACA42012,NACA42012.DAT
1597,NACA42013,NACA42013.DAT
1598,NACA42013.5,NACA42013.5.DAT
1599,NACA42014,NACA42014.DAT
1600,NACA42014.5,NACA42014.5.DAT
1601,NACA42015,NACA42015.DAT
1602,NACA42016,NACA42016.DAT
1603,NACA42016.5,NACA42016.5.DAT
1604,NACA42017,NACA42017.DAT
1605,NACA42018,NACA42018.DAT
1606,NACA42019,NACA42019.DAT
1607,NACA42021,NACA42021.DAT
1608,NACA42024,NACA42024.DAT
1609,NACA42105,NACA42105.DAT
1610,NACA42107,NACA42107.DAT
1611,NACA42109,NACA42109.DAT
1612,NACA42110,NACA42110.DAT
1613,NACA42110.5,NACA42110.5.DAT
1614,NACA42112,NACA42112.DAT
1615,NACA42113,NACA42113.DAT
1616,NACA42113.5,NACA42113.5.DAT
1617,NACA42114,NACA42114.DAT
1618,NACA42114.5,NACA42114.5.DAT
1619,NACA42115,NACA42115.DAT
1620,NACA42116,NACA42116.DAT
1621,NACA42116.5,NACA42116.5.DAT
1622,NACA42117,NACA42117.DAT
1623,NACA42118,NACA42118.DAT
1624,NACA42119,NACA42119.DAT
1625,NACA42121,NACA42121.DAT
1626,NACA42124,NACA42124.DAT
1627,NACA43012A,NACA43012A.DAT
1628,NACA4312,NACA4312.DAT
1629,NACA43124,NACA43124.DAT
1630,NACA4315,NACA4315.DAT
1631,NACA4318,NACA4318.DAT
1632,NACA4321,NACA4321.DAT
1633,NACA4324,NACA4324.DAT
1634,NACA44005,NACA44005.DAT
1635,NACA44007,NACA44007.DAT
1636,NACA44009,NACA44009.DAT
1637,NACA44010,NACA44010.DAT
1638,NACA44010.5,NACA44010.5.DAT
1639,NACA44012,NACA44012.DAT
1640,NACA44013,NACA44013.DAT
1641,NACA44013.5,NACA44013.5.DAT
1642,NACA44014,NACA44014.DAT
1643,NACA44014.5,NACA44014.5.DAT
1644,NACA44015,NACA44015.DAT
1645,NACA44016,NACA44016.DAT
1646,NACA44016.5,NACA44016.5.DAT
1647,NACA44017,NACA44017.DAT
1648,NACA44018,NACA44018.DAT
1649,NACA44019,NACA44019.DAT
1650,NACA44021,NACA44021.DAT
1651,NACA44024,NACA44024.DAT
1652,NACA4409,NACA4409.DAT
1653,NACA4410,NACA4410.DAT
1654,NACA44105,NACA44105.DAT
1655,NACA44107,NACA44107.DAT
1656,NACA44109,NACA44109.DAT
1657,NACA44110,NACA44110.DAT
1658,NACA44110.5,NACA44110.5.DAT
1659,NACA44112,NACA44112.DAT
1660,NACA44113,NACA44113.DAT
1661,NACA44113.5,NACA44113.5.DAT
1662,NACA44114,NACA44114.DAT
1663,NACA44114.5,NACA44114.5.DAT
1664,NACA44115,NACA44115.DAT
1665,NACA44116,NACA44116.DAT
1666,NACA44116.5,NACA44116.5.DAT
1667,NACA44117,NACA44117.DAT
1668,NACA44118,NACA44118.DAT
1669,NACA44119,NACA44119.DAT
1670,NACA4412,NACA4412.DAT
1671,NACA44121,NACA44121.DAT
1672,NACA44124,NACA44124.DAT
1673,NACA4413,NACA4413.DAT
1674,NACA4415,NACA4415.DAT
1675,NACA4416,NACA4416.DAT
1676,NACA4418,NACA4418.DAT
1677,NACA4421,NACA4421.DAT
1678,NACA4424,NACA4424.DAT
1679,NACA45005,NACA45005.DAT
1680,NACA45007,NACA45007.DAT
1681,NACA45009,NACA45009.DAT
1682,NACA45010,NACA45010.DAT
1683,NACA45010.5,NACA45010.5.DAT
1684,NACA45012,NACA45012.DAT
1685,NACA45013,NACA45013.DAT
1686,NACA45013.5,NACA45013.5.DAT
1687,NACA45014,NACA45014.DAT
1688,NACA45014.5,NACA45014.5.DAT
1689,NACA45015,NACA45015.DAT
1690,NACA45016,NACA45016.DAT
1691,NACA45016.5,NACA45016.5.DAT
1692,NACA45017,NACA45017.DAT
1693,NACA45018,NACA45018.DAT
1694,NACA45019,NACA45019.DAT
1695,NACA45021,NACA45021.DAT
1696,NACA45024,NACA45024.DAT
1697,NACA45105,NACA45105.DAT
1698,NACA45107,NACA45107.DAT
1699,NACA45109,NACA45109.DAT
1700,NACA45110,NACA45110.DAT
1701,NACA45110.5,NACA45110.5.DAT
1702,NACA45112,NACA45112.DAT
1703,NACA45113,NACA45113.DAT
1704,NACA45113.5,NACA45113.5.DAT
1705,NACA45114,NACA45114.DAT
1706,NACA45114.5,NACA45114.5.DAT
1707,NACA45115,NACA45115.DAT
1708,NACA45116,NACA45116.DAT
1709,NACA45116.5,NACA45116.5.DAT
1710,NACA45117,NACA45117.DAT
1711,NACA45118,NACA45118.DAT
1712,NACA45119,NACA45119.DAT
1713,NACA45121,NACA45121.DAT
1714,NACA45124,NACA45124.DAT
1715,NACA5509,NACA5509.DAT
1716,NACA5510,NACA5510.DAT
1717,NACA5512,NACA5512.DAT
1718,NACA5514,NACA5514.DAT
1719,NACA5515,NACA5515.DAT
1720,NACA5518,NACA5518.DAT
1721,NACA5521,NACA5521.DAT
1722,NACA5524,NACA5524.DAT
1723,NACA6209,NACA6209.DAT
1724,NACA6210,NACA6210.DAT
1725,NACA6212,NACA6212.DAT
1726,NACA6215,NACA6215.DAT
1727,NACA6218,NACA6218.DAT
1728,NACA6221,NACA6221.DAT
1729,NACA6224,NACA6224.DAT
1730,NACA63(2)-615,NACA63(2)-615.DAT
1731,NACA63(2)A-015,NACA63(2)A-015.DAT
1732,NACA63(3)-018,NACA63(3)-018.DAT
1733,NACA63(3)-218,NACA63(3)-218.DAT
1734,NACA63(3)-418,NACA63(3)-418.DAT
1735,NACA63(3)-618,NACA63(3)-618.DAT
1736,NACA63(4)-221,NACA63(4)-221.DAT
1737,NACA63(4)-421,NACA63(4)-421.DAT
1738,NACA63(420)-422,NACA63(420)-422.DAT
1739,NACA63(420)-517,NACA63(420)-517.DAT
1740,NACA63-009,NACA63-009.DAT
1741,NACA63-012,NACA63-012.DAT
1742,NACA63-015,NACA63-015.DAT
1743,NACA63-018,NACA63-018.DAT
1744,NACA63-021,NACA63-021.DAT
1745,NACA63-109,NACA63-109.DAT
1746,NACA63-109 A=0.0,NACA63-109 a=0.0.DAT
1747,NACA63-109 A=0.2,NACA63-109 a=0.2.DAT
1748,NACA63-109 A=0.5,NACA63-109 a=0.5.DAT
1749,NACA63-109 A=0.6,NACA63-109 a=0.6.DAT
1750,NACA63-109 A=0.8,NACA63-109 a=0.8.DAT
1751,NACA63-110,NACA63-110.DAT
1752,NACA63-110 A=0.0,NACA63-110 a=0.0.DAT
1753,NACA63-110 A=0.2,NACA63-110 a=0.2.DAT
1754,NACA63-110 A=0.5,NACA63-110 a=0.5.DAT
1755,NACA63-110 A=0.6,NACA63-110 a=0.6.DAT
1756,NACA63-110 A=0.8,NACA63-110 a=0.8.DAT
1757,NACA63-111,NACA63-111.DAT
1758,NACA63-111 A=0.0,NACA63-111 a=0.0.DAT
1759,NACA63-111 A=0.2,NACA63-111 a=0.2.DAT
1760,NACA63-111 A=0.5,NACA63-111 a=0.5.DAT
1761,NACA63-111 A=0.6,NACA63-111 a=0.6.DAT
1762,NACA63-111 A=0.8,NACA63-111 a=0.8.DAT
1763,NACA63-112,NACA63-112.DAT
1764,NACA63-112 A=0.0,NACA63-112 a=0.0.DAT
1765,NACA63-112 A=0.2,NACA63-112 a=0.2.DAT
1766,NACA63-112 A=0.5,NACA63-112 a=0.5.DAT
1767,NACA63-112 A=0.6,NACA63-112 a=0.6.DAT
1768,NACA63-112 A=0.8,NACA63-112 a=0.8.DAT
1769,NACA63-113,NACA63-113.DAT
1770,NACA63-113 A=0.0,NACA63-113 a=0.0.DAT
1771,NACA63-113 A=0.2,NACA63-113 a=0.2.DAT
1772,NACA63-113 A=0.5,NACA63-113 a=0.5.DAT
1773,NACA63-113 A=0.6,NACA63-113 a=0.6.DAT
1774,NACA63-113 A=0.8,NACA63-113 a=0.8.DAT
1775,NACA63-114,NACA63-114.DAT
1776,NACA63-114 A=0.0,NACA63-114 a=0.0.DAT
1777,NACA63-114 A=0.2,NACA63-114 a=0.2.DAT
1778,NACA63-114 A=0.5,NACA63-114 a=0.5.DAT
1779,NACA63-114 A=0.6,NACA63-114 a=0.6.DAT
1780,NACA63-114 A=0.8,NACA63-114 a=0.8.DAT
1781,NACA63-115,NACA63-115.DAT
1782,NACA63-115 A=0.0,NACA63-115 a=0.0.DAT
1783,NACA63-115 A=0.2,NACA63-115 a=0.2.DAT
1784,NACA63-115 A=0.5,NACA63-115 a=0.5.DAT
1785,NACA63-115 A=0.6,NACA63-115 a=0.6.DAT
1786,NACA63-115 A=0.8,NACA63-115 a=0.8.DAT
1787,NACA63-116,NACA63-116.DAT
1788,NACA63-116 A=0.0,NACA63-116 a=0.0.DAT
1789,NACA63-116 A=0.2,NACA63-116 a=0.2.DAT
1790,NACA63-116 A=0.5,NACA63-116 a=0.5.DAT
1791,NACA63-116 A=0.6,NACA63-116 a=0.6.DAT
1792,NACA63-116 A=0.8,NACA63-116 a=0.8.DAT
1793,NACA63-117,NACA63-117.DAT
1794,NACA63-117 A=0.0,NACA63-117 a=0.0.DAT
1795,NACA63-117 A=0.2,NACA63-117 a=0.2.DAT
1796,NACA63-117 A=0.5,NACA63-117 a=0.5.DAT
1797,NACA63-117 A=0.6,NACA63-117 a=0.6.DAT
1798,NACA63-117 A=0.8,NACA63-117 a=0.8.DAT
1799,NACA63-118,NACA63-118.DAT
1800,NACA63-118 A=0.0,NACA63-118 a=0.0.DAT
1801,NACA63-118 A=0.2,NACA63-118 a=0.2.DAT
1802,NACA63-118 A=0.5,NACA63-118 a=0.5.DAT
1803,NACA63-118 A=0.6,NACA63-118 a=0.6.DAT
1804,NACA63-118 A=0.8,NACA63-118 a=0.8.DAT
1805,NACA63-119,NACA63-119.DAT
1806,NACA63-119 A=0.0,NACA63-119 a=0.0.DAT
1807,NACA63-119 A=0.2,NACA63-119 a=0.2.DAT
1808,NACA63-119 A=0.5,NACA63-119 a=0.5.DAT
1809,NACA63-119 A=0.6,NACA63-119 a=0.6.DAT
1810,NACA63-119 A=0.8,NACA63-119 a=0.8.DAT
1811,NACA63-120,NACA63-120.DAT
1812,NACA63-120 A=0.0,NACA63-120 a=0.0.DAT
1813,NACA63-120 A=0.2,NACA63-120 a=0.2.DAT
1814,NACA63-120 A=0.5,NACA63-120 a=0.5.DAT
1815,NACA63-120 A=0.6,NACA63-120 a=0.6.DAT
1816,NACA63-120 A=0.8,NACA63-120 a=0.8.DAT
1817,NACA63-209,NACA63-209.DAT
1818,NACA63-209 A=0.0,NACA63-209 a=0.0.DAT
1819,NACA63-209 A=0.2,NACA63-209 a=0.2.DAT
1820,NACA63-209 A=0.5,NACA63-209 a=0.5.DAT
1821,NACA63-209 A=0.6,NACA63-209 a=0.6.DAT
1822,NACA63-209 A=0.8,NACA63-209 a=0.8.DAT
1823,NACA63-210,NACA63-210.DAT
1824,NACA63-210 A=0.0,NACA63-210 a=0.0.DAT
1825,NACA63-210 A=0.2,NACA63-210 a=0.2.DAT
1826,NACA63-210 A=0.5,NACA63-210 a=0.5.DAT
1827,NACA63-210 A=0.6,NACA63-210 a=0.6.DAT
1828,NACA63-210 A=0.8,NACA63-210 a=0.8.DAT
1829,NACA63-211,NACA63-211.DAT
1830,NACA63-211 A=0.0,NACA63-211 a=0.0.DAT
1831,NACA63-211 A=0.2,NACA63-211 a=0.2.DAT
1832,NACA63-211 A=0.5,NACA63-211 a=0.5.DAT
1833,NACA63-211 A=0.6,NACA63-211 a=0.6.DAT
1834,NACA63-211 A=0.8,NACA63-211 a=0.8.DAT
1835,NACA63-212,NACA63-212.DAT
1836,NACA63-212 A=0.0,NACA63-212 a=0.0.DAT
1837,NACA63-212 A=0.2,NACA63-212 a=0.2.DAT
1838,NACA63-212 A=0.5,NACA63-212 a=0.5.DAT
1839,NACA63-212 A=0.6,NACA63-212 a=0.6.DAT
1840,NACA63-212 A=0.8,NACA63-212 a=0.8.DAT
1841,NACA63-213,NACA63-213.DAT
1842,NACA63-213 A=0.0,NACA63-213 a=0.0.DAT
1843,NACA63-213 A=0.2,NACA63-213 a=0.2.DAT
1844,NACA63-213 A=0.5,NACA63-213 a=0.5.DAT
1845,NACA63-213 A=0.6,NACA63-213 a=0.6.DAT
1846,NACA63-213 A=0.8,NACA63-213 a=0.8.DAT
1847,NACA63-214,NACA63-214.DAT
1848,NACA63-214 A=0.0,NACA63-214 a=0.0.DAT
1849,NACA63-214 A=0.2,NACA63-214 a=0.2.DAT
1850,NACA63-214 A=0.5,NACA63-214 a=0.5.DAT
1851,NACA63-214 A=0.6,NACA63-214 a=0.6.DAT
1852,NACA63-214 A=0.8,NACA63-214 a=0.8.DAT
1853,NACA63-215,NACA63-215.DAT
1854,NACA63-215 A=0.0,NACA63-215 a=0.0.DAT
1855,NACA63-215 A=0.2,NACA63-215 a=0.2.DAT
1856,NACA63-215 A=0.5,NACA63-215 a=0.5.DAT
1857,NACA63-215 A=0.6,NACA63-215 a=0.6.DAT
1858,NACA63-215 A=0.8,NACA63-215 a=0.8.DAT
1859,NACA63-216,NACA63-216.DAT
1860,NACA63-216 A=0.0,NACA63-216 a=0.0.DAT
1861,NACA63-216 A=0.2,NACA63-216 a=0.2.DAT
1862,NACA63-216 A=0.5,NACA63-216 a=0.5.DAT
1863,NACA63-216 A=0.6,NACA63-216 a=0.6.DAT
1864,NACA63-216 A=0.8,NACA63-216 a=0.8.DAT
1865,NACA63-217,NACA63-217.DAT
1866,NACA63-217 A=0.0,NACA63-217 a=0.0.DAT
1867,NACA63-217 A=0.2,NACA63-217 a=0.2.DAT
1868,NACA63-217 A=0.5,NACA63-217 a=0.5.DAT
1869,NACA63-217 A=0.6,NACA63-217 a=0.6.DAT
1870,NACA63-217 A=0.8,NACA63-217 a=0.8.DAT
1871,NACA63-218,NACA63-218.DAT
1872,NACA63-218 A=0.0,NACA63-218 a=0.0.DAT
1873,NACA63-218 A=0.2,NACA63-218 a=0.2.DAT
1874,NACA63-218 A=0.5,NACA63-218 a=0.5.DAT
1875,NACA63-218 A=0.6,NACA63-218 a=0.6.DAT
1876,NACA63-218 A=0.8,NACA63-218 a=0.8.DAT
1877,NACA63-219,NACA63-219.DAT
1878,NACA63-219 A=0.0,NACA63-219 a=0.0.DAT
1879,NACA63-219 A=0.2,NACA63-219 a=0.2.DAT
1880,NACA63-219 A=0.5,NACA63-219 a=0.5.DAT
1881,NACA63-219 A=0.6,NACA63-219 a=0.6.DAT
1882,NACA63-219 A=0.8,NACA63-219 a=0.8.DAT
1883,NACA63-220,NACA63-220.DAT
1884,NACA63-220 A=0.0,NACA63-220 a=0.0.DAT
1885,NACA63-220 A=0.2,NACA63-220 a=0.2.DAT
1886,NACA63-220 A=0.5,NACA63-220 a=0.5.DAT
1887,NACA63-220 A=0.6,NACA63-220 a=0.6.DAT
1888,NACA63-220 A=0.8,NACA63-220 a=0.8.DAT
1889,NACA63-221,NACA63-221.DAT
1890,NACA63-309,NACA63-309.DAT
1891,NACA63-309 A=0.0,NACA63-309 a=0.0.DAT
